Type of property,Location,postal code,immo code,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,province
apartment,charleroi gilly,6060,10653992,€,Route de Gozée 651/1,3,D,268.0,0,0,7,0,30,2,0,Good,0,1,1,1,2,Installed,Gas,Luxembourg (shared with Eastern Hainaut)
house,rumst,2840,10653991,€469000,"Prins Boudewijnlaan, 112-114",6,F,654.0,0,0,31,460,45,3,0,To renovate,0,2,0,1,2,Installed,Gas,Antwerp
bungalow,affligem,1790,10653987,€370000,Brusselbaan 110,3,E,457.0,0,0,20,587,32,4,1976,Good,0,1,0,0,0,Hyper equipped,Gas,Flemish Brabant
exceptional-property,liedekerke,1770,10653986,€298000,Brusselbaan 110,4,E,407.0,0,0,30,314,30,2,1948,To renovate,0,3,0,0,3,Installed,Gas,Flemish Brabant
house,affligem,1790,10653985,€579000,Brusselbaan 110,5,C,241.0,0,1,0,849,30,4,1959,As new,0,2,0,0,4,Hyper equipped,Gas,Flemish Brabant
house,aalst meldert,9310,10653984,€579000,Brusselbaan 110,5,C,241.0,0,1,0,849,30,4,1959,As new,0,2,0,0,4,Hyper equipped,Gas,East Flanders
house,gesves haltinne,5340,10653982,€350000,Rue de Ciney 168,6,NS,0.0,1,0,0,1060,0,4,2015,Good,0,2,1,1,2,USA installed,Fuel oil,Namur
house,gesves haltinne,5340,10653981,€,Rue de Ciney 168,4,D,276.0,1,1,0,2788,47,4,0,Good,0,1,1,0,2,USA installed,0,Namur
house,gesves haltinne,5340,10653980,€350000,Rue de Ciney 168,6,NS,0.0,1,0,0,1060,0,4,2015,Good,0,2,1,1,2,USA installed,Fuel oil,Namur
town-house,anderlecht,1070,10653979,€375000,"Avenue d'Itterbeek, 60",3,G,458.0,0,0,15,157,30,2,0,To be done up,0,1,1,0,1,Installed,Gas,Brussels Capital Region
house,charleroi,6043,10653978,€180000,Rue de la Croix 16,3,A+,1.0,0,1,0,0,41,2,2020,0,0,1,1,0,1,0,0,Luxembourg (shared with Eastern Hainaut)
house,courcelles,6180,10653976,€170000,Rue de la Croix 16,4,C,252.0,0,0,40,356,12,3,1900,As new,0,2,2,0,3,Installed,Gas,Luxembourg (shared with Eastern Hainaut)
apartment,wilrijk,2610,10653975,€/mnd.,Antwerpsestraat 36/38,2,B,137.0,0,1,0,0,0,2,1961,Good,0,1,0,0,1,Installed,Gas,Antwerp
apartment,lummen,3560,10653974,€362.90830,Dorpsstraat 40,2,NS,0.0,0,0,12,0,16,0,0,0,0,1,0,0,0,0,0,Limburg
service-flat,wezembeek-oppem,1970,10575964,€175000,"Av. du Prince de Ligne, 18",1,B,131.52,0,1,0,0,0,2,2016,As new,0,1,0,0,1,USA installed,Gas,Flemish Brabant
house,achouffe,6666,10653972,€302000,"RUE DU PURNALET, 8",4,A,67.0,0,1,0,366,0,3,2023,As new,0,2,0,0,0,Installed,Gas,Luxembourg (shared with Eastern Hainaut)
house,la roche-en-ardenne,6980,10653971,€139000,"RUE DU PURNALET, 8",4,E,405.0,0,1,0,160,0,2,0,To be done up,0,1,0,0,0,0,0,Luxembourg (shared with Eastern Hainaut)
house,compogne,6687,10653970,€239000,"RUE DU PURNALET, 8",4,D,325.0,0,0,0,7370,0,4,0,Good,0,1,0,0,0,0,0,Luxembourg (shared with Eastern Hainaut)
house,ortho,6983,10520202,€299000,"RUE DU PURNALET, 8",5,D,339.0,1,0,0,1443,0,4,0,Good,0,1,0,0,0,0,Fuel oil,Luxembourg (shared with Eastern Hainaut)
duplex,ixelles,1050,10653968,€345000,Rue Archimède 93b,1,D,210.0,0,0,12,0,26,2,0,Good,0,2,0,1,2,Hyper equipped,Gas,Brussels Capital Region
villa,beringen,3583,10653965,€740000,Ryksweg 235,4,B,165.0,0,1,0,9097,0,4,1997,0,0,2,0,0,0,0,0,Limburg
apartment,kortessem,3720,10653964,€410000,Ryksweg 235,3,NS,0.0,0,1,0,0,0,0,2020,0,0,1,0,0,0,0,0,Limburg
exceptional-property,schilde,2970,10653960,€1500000,Kempischveldweg 34,5,C,241.0,0,0,0,3992,0,4,0,As new,0,3,0,1,0,Hyper equipped,Gas,Antwerp
house,deurne,2100,10653959,€475000,Kempischveldweg 34,4,E,493.0,0,1,0,234,0,2,0,To renovate,0,1,0,0,0,0,0,Antwerp
loft,mechelen,2800,10653958,€445000,Kempischveldweg 34,2,B,134.0,0,0,10,0,0,2,0,As new,0,1,0,0,1,Hyper equipped,0,Antwerp
house,diepenbeek,3590,10653954,€845000,Hoogstraat 20,5,E,448.0,0,1,0,9111,40,4,1937,Good,0,1,0,1,0,Semi equipped,Fuel oil,Limburg
house,denderleeuw,9470,10653953,€299000,Steenweg 299,3,D,310.0,0,1,0,232,24,2,0,Good,0,1,0,0,1,Installed,Gas,East Flanders
house,menen rekkem,8930,10653952,€189000,Plein 30 A,2,B,149.0,0,0,20,176,14,2,1918,As new,0,1,1,1,0,USA installed,0,West Flanders
house,wevelgem,8560,10653951,€279000,Plein 30 A,4,C,223.0,0,0,20,319,0,2,1980,To be done up,0,1,1,1,0,USA hyper equipped,Electric,West Flanders
country-cottage,libramont-chevigny,6800,10653950,€375000,Avenue de Longwy 340,4,E,405.0,0,0,0,1780,0,4,0,To be done up,0,1,0,0,3,Installed,Fuel oil,Luxembourg (shared with Eastern Hainaut)
apartment-block,antwerp,2060,10653949,€209000,Antwerpsestraat 292,4,F,514.0,0,0,0,102,0,0,1902,Good,0,2,0,0,2,0,Electric,Antwerp
villa,nijlen,2560,10653947,€1095000,Koningsplein 5,5,A,88.0,0,1,0,1495,50,4,2012,0,0,2,0,1,4,Hyper equipped,0,Antwerp
apartment,forest,1190,10653946,€269000,Avenue de la chasse 159,2,F,305.0,0,0,5,0,20,2,1931,Good,0,1,1,0,1,Not installed,0,Brussels Capital Region
apartment-block,sint-jans-molenbeek,1080,9812049,€790000,Ninoofsesteenweg 1036,7,NS,0.0,0,0,0,407,0,2,1918,Good,0,6,6,0,7,0,Gas,Brussels Capital Region
apartment,ixelles,1050,10653941,€265000,Clos des Chêneaux 18A,1,C,142.0,0,0,0,0,0,0,1937,As new,0,1,0,0,1,Installed,Gas,Brussels Capital Region
apartment-block,gomzé-andoumont,4140,10653939,€1400000,Place Communale 3,16,C,212.0,0,0,0,36724,81,4,0,0,0,5,5,1,6,0,0,Liège
apartment,liège (longdoz),4020,10653937,€/maand,Place Communale 3,3,C,198.0,0,1,0,0,54,0,0,As new,0,1,6,1,2,USA installed,Fuel oil,Liège
exceptional-property,esneux,4130,10653936,€,Place Communale 3,6,D,313.0,0,1,0,1069,34,4,0,0,0,2,2,0,3,0,Fuel oil,Liège
castle,gomzé-andoumont,4140,10653935,€1400000,Place Communale 3,16,C,212.0,0,0,0,36724,81,4,0,0,0,5,5,1,6,0,0,Liège
villa,aalst herdersem,9310,10653934,€.,Brusselbaan 90,4,F,511.0,0,0,40,1153,36,4,0,Good,0,1,0,1,2,Semi equipped,Fuel oil,East Flanders
new-real-estate-project-apartments,bruxelles,1120,10653924,€324900,Boulevard de la Woluwe 62 boîte 3,0,B,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brussels Capital Region
apartment,bruxelles,1000,10653923,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brussels Capital Region
apartment-block,tilff,4130,10653922,€650000,"Avenue Laboulle, 32",5,D,338.0,0,0,0,136,0,3,0,Good,0,5,5,0,6,Semi equipped,Electric,Liège
apartment,knokke-heist,8300,10653921,€1295000,Albert plein 10,3,B,198.0,1,1,0,0,0,2,0,As new,0,2,2,0,2,USA hyper equipped,0,West Flanders
villa,knokke-heist,8300,10653919,€3890000,Albert plein 10,3,F,591.0,0,1,0,924,0,4,1936,To renovate,0,1,1,0,3,Installed,0,West Flanders
exceptional-property,knokke,8300,10653918,€715000,Albert plein 10,3,C,229.0,0,1,0,0,0,2,0,Good,0,2,1,0,3,Hyper equipped,Gas,West Flanders
villa,woluwe-saint-pierre,1150,10653912,€1050000,"Val des Seigneurs, 9a",4,G,684.0,0,0,12,592,45,4,1970,As new,0,1,1,1,2,Hyper equipped,Gas,Brussels Capital Region
house,woluwe-saint-pierre,1150,10653910,€845000,"Val des Seigneurs, 9a",5,E,274.0,0,0,15,248,50,2,1959,To renovate,0,2,0,0,2,Installed,0,Brussels Capital Region
house,woluwe-saint-pierre,1150,10653909,€1040000,"Val des Seigneurs, 9a",5,F,325.0,0,0,12,325,24,3,1962,As new,0,3,0,1,4,Hyper equipped,Fuel oil,Brussels Capital Region
duplex,woluwe-saint-pierre,1150,10653908,€40000.,"Val des Seigneurs, 9a",2,D,177.0,0,0,18,0,35,2,2007,As new,0,2,0,0,3,Installed,Gas,Brussels Capital Region
villa,oud-turnhout,2360,10653907,€1650000,Grote Markt 22,5,B,139.0,0,1,0,2115,0,4,2006,As new,0,3,0,0,0,0,Gas,Antwerp
villa,turnhout,2300,10653906,€649000,Grote Markt 22,5,C,216.0,0,1,0,834,48,4,1973,Good,0,2,0,1,3,USA hyper equipped,Gas,Antwerp
house,essen,2910,10653904,€439000,Heidestatiestraat 26,5,C,298.0,0,1,0,626,40,3,1980,0,0,2,0,0,0,0,Gas,Antwerp
apartment,antwerp,2018,10653901,€524000,Leopoldstraat 77,3,B,131.0,0,0,6,0,40,4,1961,As new,0,2,0,0,2,USA hyper equipped,Fuel oil,Antwerp
new-real-estate-project-apartments,kraainem,1950,10653894,€995000,Chaussée de Waterloo 1382,0,A,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flemish Brabant
house,vielsalm,6690,10653888,€149000,Rue de Herve 659,3,F,460.0,0,0,0,427,0,3,0,To renovate,0,1,0,0,0,Not installed,Fuel oil,Luxembourg (shared with Eastern Hainaut)
house,seraing,4100,10653887,€.,Rue de Herve 659,3,E,369.0,0,0,16,177,0,2,0,Good,0,1,1,0,0,Installed,Gas,Liège
apartment,antwerp,2100,10653886,€189000,Goedehoopstraat 21,2,B,132.0,0,0,0,0,0,2,1962,0,0,1,0,0,0,Installed,Gas,Antwerp
apartment,antwerpen deurne,2100,10653885,€165000,Goedehoopstraat 21,2,C,223.0,0,0,0,0,0,2,0,0,0,1,0,0,0,Installed,0,Antwerp
apartment,antwerp,2000,10653884,€310000,Goedehoopstraat 21,2,C,211.0,0,0,0,0,0,2,0,0,0,1,0,0,0,Hyper equipped,Gas,Antwerp
apartment,ixelles,1050,10653881,€275000,"Avenue des Cerisiers, 212",1,G,455.0,0,0,0,0,34,2,1900,Good,0,1,1,0,1,Installed,Gas,Brussels Capital Region
apartment,woluwe-saint-pierre,1150,10653880,€287000,"Avenue des Cerisiers, 212",2,D,191.0,0,0,2,0,25,2,1967,Good,0,1,1,0,1,Installed,Gas,Brussels Capital Region
apartment,woluwe-saint-lambert,1200,10653879,€320000,"Avenue des Cerisiers, 212",3,D,195.0,0,0,19,0,28,2,1964,To be done up,0,1,0,0,1,Installed,Gas,Brussels Capital Region
apartment,bruxelles,1000,10653878,€275000,"Avenue des Cerisiers, 212",1,G,455.0,0,0,0,0,34,2,1900,Good,0,1,1,0,1,Installed,Gas,Brussels Capital Region
house,auderghem,1160,10653877,€750000.,"Avenue des Cerisiers, 212",6,E,218.0,0,0,20,0,16,2,1928,Good,0,2,1,0,3,Installed,Gas,Brussels Capital Region
house,evere,1140,10653876,€320000,"Avenue des Cerisiers, 212",4,G,599.0,0,0,10,0,0,2,1946,To renovate,0,1,1,0,2,Not installed,0,Brussels Capital Region
house,saint-josse-ten-noode,1210,10498682,€499000,Chaussée d’alsemberg 127 (Coin rue Antoine Bréart),4,NS,0.0,0,0,10,80,22,2,1878,Good,0,4,4,0,4,Not installed,Gas,Brussels Capital Region
new-real-estate-project-houses,ardooie koolskamp,8851,10653871,€381983,Den Triangel 2,0,NS,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Flanders
new-real-estate-project-houses,ardooie koolskamp,8851,10653868,€372654,Den Triangel 2,0,NS,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Flanders
house,ardooie koolskamp,8851,10653867,€450451,Den Triangel 2,4,NS,0.0,0,1,0,464,0,4,0,As new,0,1,0,0,0,0,0,West Flanders
house,ardooie koolskamp,8851,10653866,€475442,Den Triangel 2,4,NS,0.0,0,1,0,494,0,4,0,As new,0,1,0,0,0,0,0,West Flanders
house,ardooie koolskamp,8851,10653865,€489417,Den Triangel 2,4,NS,0.0,0,0,0,482,0,4,0,As new,0,1,0,0,0,0,0,West Flanders
house,ardooie koolskamp,8851,10653864,€457253,Den Triangel 2,4,NS,0.0,0,1,0,408,0,4,0,As new,0,1,0,0,0,0,0,West Flanders
new-real-estate-project-houses,ardooie koolskamp,8851,10653861,€370460,Den Triangel 2,0,NS,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Flanders
villa,kuurne,8520,10653860,€425000,Den Triangel 2,4,C,287.0,0,1,0,521,0,4,1988,Just renovated,0,1,0,0,1,Hyper equipped,Gas,West Flanders
mixed-use-building,trooz,4870,10653859,€119000,Grand rue 191,3,F,456.0,0,0,0,315,35,2,0,To renovate,0,1,1,1,1,Not installed,Gas,Liège
house,trooz,4870,10653858,€79000,Grand rue 191,3,F,510.0,0,0,0,64,27,2,1925,To renovate,0,1,1,1,1,Not installed,0,Liège
house,sprimont,4140,10653855,€,Rue du Gravier 1,3,E,367.0,0,0,10,80,0,2,0,Good,0,1,0,0,0,0,0,Liège
apartment,bruxelles,1120,10653854,€289900,Avenue Baron Albert d'Huart 130,2,B,62.0,0,0,5,0,33,3,2023,As new,0,1,1,0,1,USA hyper equipped,0,Brussels Capital Region
duplex,bruxelles,1120,10653853,€279900,Avenue Baron Albert d'Huart 130,2,B,62.0,0,0,4,0,33,3,2023,As new,0,2,1,0,1,USA hyper equipped,0,Brussels Capital Region
house,woluwe-saint-pierre,1150,10653852,€695000,Avenue Baron Albert d'Huart 130,3,D,186.0,0,0,10,190,20,2,1930,As new,0,2,2,0,3,Hyper equipped,Gas,Brussels Capital Region
duplex,bruxelles,1120,10653851,€299900,Avenue Baron Albert d'Huart 130,3,B,78.0,0,0,6,0,30,3,2023,As new,0,2,1,0,1,USA hyper equipped,0,Brussels Capital Region
apartment,bruxelles,1120,10653850,€224900,Avenue Baron Albert d'Huart 130,1,B,62.0,0,0,4,0,28,3,2023,As new,0,1,0,0,1,USA hyper equipped,0,Brussels Capital Region
penthouse,evere,1140,10653849,€462000,Avenue Baron Albert d'Huart 130,3,C,108.0,0,0,17,0,38,2,2023,As new,0,1,1,0,1,USA hyper equipped,Gas,Brussels Capital Region
apartment-block,woluwe-saint-pierre,1150,10653848,€2200000,Avenue Baron Albert d'Huart 130,12,E,257.0,0,1,0,927,42,3,1988,Good,0,6,3,0,9,0,Gas,Brussels Capital Region
apartment,anderlecht,1070,10653846,€310000,Chaussée de Gand 331,1,B,78.0,1,0,16,0,28,2,2018,As new,0,1,1,1,1,Installed,Gas,Brussels Capital Region
house,anderlecht,1070,10653845,€535000,Chaussée de Gand 331,4,F,345.0,1,0,25,268,25,2,1924,Good,0,2,2,0,3,Installed,Gas,Brussels Capital Region
apartment,anderlecht,1070,10653844,€215000,Chaussée de Gand 331,2,D,190.0,0,0,10,0,23,2,1992,As new,0,1,1,0,1,Hyper equipped,Gas,Brussels Capital Region
flat-studio,saint-gilles,1060,10653843,€159000,Chaussée de Gand 331,0,NS,0.0,1,0,0,0,20,0,0,Good,0,1,1,0,1,Semi equipped,Gas,Brussels Capital Region
apartment,anderlecht,1070,10564455,€185000,Chaussée de Gand 331,1,G,483.0,0,0,0,0,0,2,1950,Good,0,1,1,0,1,Semi equipped,Gas,Brussels Capital Region
apartment,anderlecht,1070,10564456,€185000,Chaussée de Gand 331,1,D,190.0,0,0,0,0,0,2,1950,Good,0,1,1,0,1,Semi equipped,Gas,Brussels Capital Region
villa,liege,4000,10472348,€650000,Rue Bonne Fortune 9,7,G,542.0,0,1,0,730,0,4,1911,To be done up,0,2,1,0,3,Installed,Gas,Liège
house,mol,2400,10653839,€385000,Graatakker 91,4,B,139.0,1,1,0,406,0,3,2001,0,0,1,0,0,2,USA hyper equipped,Gas,Antwerp
house,turnhout,2300,10498664,€449000,Graatakker 91,4,B,174.0,0,1,0,1186,50,4,1994,As new,0,1,0,0,2,Hyper equipped,Gas,Antwerp
house,la bruyère rhisnes,5080,10653835,€,Chaussée de Marche 474,4,D,329.0,0,0,30,962,40,4,1937,Good,0,2,2,0,2,USA hyper equipped,Gas,Namur
house,etterbeek,1040,10653834,€1085000,Rue Belliard 200,5,F,328.0,0,1,0,0,16,2,1890,Good,0,3,3,1,4,Hyper equipped,Gas,Brussels Capital Region
ground-floor,antwerp,2020,10653833,€50/maand,Britselei 42,1,C,245.0,0,0,0,0,21,0,0,Good,0,1,0,0,0,0,Gas,Antwerp
house,sint-gillis-waas,9170,10653832,€590000,"Dorpsstraat, 21",3,B,151.0,0,0,25,615,0,4,1998,Good,0,1,0,0,2,Installed,Gas,East Flanders
house,stekene,9190,10653831,€325000,"Dorpsstraat, 21",3,D,351.0,0,0,30,571,35,4,2003,Good,0,1,0,0,2,Installed,0,East Flanders
apartment,jette,1090,10653830,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brussels Capital Region
house,bredene,8450,10653829,€184800,Koning Albert 1 - laan 207,2,E,432.0,0,0,30,88,16,2,2001,Good,0,1,1,0,2,Installed,Electric,West Flanders
new-real-estate-project-apartments,waterloo,1410,10653823,€540000,Av. Reine Astrid 215,0,A+,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walloon Brabant
mansion,bruxelles,1000,10653822,€2880,Avenue de Tervuren 113,6,G,400.0,0,0,24,242,0,2,1894,Good,0,3,2,1,4,Semi equipped,Gas,Brussels Capital Region
house,uccle,1180,10653820,€892.93,Avenue Louis Lepoutre 109,2,E,254.0,0,0,14,160,22,2,1956,As new,0,2,2,0,2,USA hyper equipped,Gas,Brussels Capital Region
apartment,antwerp,2100,10653804,€210000,Museumstraat 50,2,B,140.0,0,0,12,0,0,2,1976,Good,0,1,0,0,1,Installed,Gas,Antwerp
apartment,mechelen,2800,10653803,€559000,Korenmarkt 8,3,A,30.0,0,0,12,0,0,0,2023,0,0,1,0,0,0,0,Gas,Antwerp
house,balegem,9860,10653801,€299000,Langevelddreef 60,4,F,1150.0,0,0,0,418,0,0,1936,To renovate,0,1,0,0,0,Semi equipped,0,East Flanders
house,gentbrugge,9050,10653796,€149.000.,Alphonse Claeys-Bouüaertlaan 57/001,2,F,662.0,0,1,0,45,0,0,0,0,0,1,0,0,1,0,0,East Flanders
villa,sint-kruis,8310,10653794,€600000,Scheepsdalelaan 31,4,E,414.0,0,0,0,1210,0,0,1961,As new,0,2,0,0,0,Installed,Gas,West Flanders
country-cottage,bellegem,8510,10653792,€1050000,Jan Palfijnstraat 1A,4,D,370.0,0,0,0,1952,0,0,0,Just renovated,0,0,0,0,0,0,0,West Flanders
apartment,knokke,8300,10653789,€635000,Lippenslaan 201,3,B,104.0,1,1,0,0,0,2,1980,Just renovated,0,2,2,0,1,Hyper equipped,Gas,West Flanders
apartment,knokke,8300,10653788,€1400000,Lippenslaan 201,2,E,473.0,0,1,0,0,0,2,1964,As new,0,2,2,0,1,Installed,Gas,West Flanders
apartment,nieuwpoort,8620,10653785,€745000,R. Orlentpromenade 13/00.01,3,NS,0.0,0,1,0,0,0,0,2021,0,0,1,0,0,2,Installed,Gas,West Flanders
apartment,nieuwpoort,8620,10653784,€414000,R. Orlentpromenade 13/00.01,2,B,114.0,1,1,0,0,0,0,2016,0,0,2,0,0,0,Hyper equipped,Gas,West Flanders
house,sint-katelijne-waver,2860,10653780,€468000,"Uitbreidingstraat 84,",3,B,108.0,0,0,0,140,52,0,0,0,0,1,0,0,0,Installed,Gas,Antwerp
villa,gent,9000,10653779,€448000,Hansbekedorp 2A,5,D,330.0,0,0,0,920,0,0,1990,0,0,1,0,0,0,Installed,Fuel oil,East Flanders
house,balen,2490,10653778,€279000,Brasemstraat 8,4,F,637.0,0,0,0,1157,0,0,1899,To renovate,0,1,0,0,1,0,Gas,Antwerp
house,tessenderlo,3980,10653777,€269000,Brasemstraat 8,3,F,581.0,0,0,0,422,0,0,1962,To renovate,0,2,0,0,1,0,Fuel oil,Limburg
house,ledegem,8880,10653775,€304000,Gullegemsestraat 79 busB,3,C,289.0,0,1,0,472,0,0,1955,Just renovated,0,1,0,0,0,0,0,West Flanders
house,sint-pieters-leeuw,1600,10653774,€299000,Bergensesteenweg 273,3,C,252.0,0,0,0,166,0,0,1950,To be done up,0,1,0,1,0,Semi equipped,0,Flemish Brabant
house,kruishoutem,9770,10653773,€395000,Anzegemsesteenweg 33,4,C,237.0,0,0,0,150,31,0,0,0,0,1,0,0,2,Installed,Gas,East Flanders
house,pittem,8740,10653772,€320000,Oostrozebeke straat 41,3,F,969.0,0,0,0,852,0,0,1955,0,0,1,0,0,1,0,0,West Flanders
house,alken,3570,10653770,€449000,Havermarkt 22,3,B,139.0,0,0,0,746,0,0,2009,As new,0,1,0,1,1,Installed,Gas,Limburg
house,kortessem,3720,10653767,€249000,Kolonel Dusartplein 21,3,F,579.0,0,0,34,824,36,0,1972,To renovate,0,1,0,0,1,Installed,Fuel oil,Limburg
house,beveren,9120,10653763,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Flanders
villa,sint-niklaas,9100,10653762,€572000,Regentiestraat 16,3,B,113.0,0,0,0,950,0,0,1965,As new,0,0,0,0,0,0,Gas,East Flanders
house,oostende,8400,10653760,€349000,Artanlaan 2,4,E,408.0,0,0,0,376,0,0,1950,To be done up,0,4,0,0,0,0,0,West Flanders
apartment,nieuwpoort,8620,10653759,€385000,Artanlaan 2,2,D,316.0,0,1,0,0,0,0,2008,As new,0,2,0,0,1,Installed,Electric,West Flanders
house,nieuwpoort,8620,10653758,€345000,Artanlaan 2,3,B,200.0,1,0,0,90,0,0,1992,As new,0,2,0,0,2,Installed,Gas,West Flanders
house,oudenaarde,9700,10653756,€248000,Dorp 32 A,3,C,269.0,0,0,0,72,0,0,0,As new,0,2,0,0,2,0,0,East Flanders
house,tervuren,3080,10653753,€395000,"Brusselsesteenweg, 15",3,NS,0.0,0,0,0,260,34,2,1899,Good,0,1,1,0,1,Installed,Gas,Flemish Brabant
house,leefdaal,3061,10653752,€370000,"Brusselsesteenweg, 15",3,NS,0.0,0,0,0,539,38,3,1932,To renovate,0,1,1,0,1,Semi equipped,0,Flemish Brabant
apartment,merksem,2170,10653746,€187500,"Antwerpsesteenweg, 88",2,B,146.0,0,0,15,0,0,2,1971,To be done up,0,1,0,0,1,Installed,Gas,Antwerp
apartment,antwerp,2000,10653745,€345500,"Antwerpsesteenweg, 88",2,NS,0.0,0,0,0,0,40,2,1930,Just renovated,0,1,1,0,1,Installed,Gas,Antwerp
apartment,kontich,2550,10653744,€270000,"Antwerpsesteenweg, 88",2,B,139.0,0,0,10,0,33,2,2004,To be done up,0,1,1,0,1,Installed,Gas,Antwerp
villa,berlaar,2590,10476872,€385000,"Antwerpsesteenweg, 88",2,NS,0.0,0,0,0,2056,52,4,1962,To be done up,0,1,0,0,1,Installed,Fuel oil,Antwerp
house,rotselaar,3110,10510795,€449000,Jan Stasstraat 3,3,F,524.0,0,0,27,1200,0,0,1982,To renovate,0,1,0,0,2,Installed,Electric,Flemish Brabant
house,houthulst,8650,10483453,€225000,Wijnendalestraat 151/b,3,F,575.0,0,1,0,582,0,0,1966,As new,0,1,0,0,1,Installed,0,West Flanders
apartment,hooglede,8830,10653738,€295000,Wijnendalestraat 151/b,2,C,209.0,0,0,42,0,0,0,2001,As new,0,1,0,0,1,Hyper equipped,0,West Flanders
house,mechelen,2800,10653735,€220000,Mechelbaan 445,3,D,348.0,0,0,0,0,0,0,0,0,0,1,0,0,1,Installed,Gas,Antwerp
house,kessel,2560,10653734,€379000,Mechelbaan 445,3,NS,0.0,0,1,0,105,0,0,2023,0,0,2,0,0,2,Hyper equipped,0,Antwerp
apartment,turnhout,2300,10653731,€235000,Rubensstraat 147,4,E,415.0,0,0,9,0,60,2,0,To be done up,0,1,1,0,1,Installed,Gas,Antwerp
apartment,turnhout,2300,10653730,€235000,Rubensstraat 147,4,D,310.0,0,0,0,0,60,2,1956,To renovate,0,1,1,0,1,Installed,Gas,Antwerp
apartment,jalhay,4845,10653729,€/mois,Rue du Marché 10,2,C,202.0,0,1,0,0,0,0,2002,0,0,1,0,0,1,0,Fuel oil,Liège
house,somme-leuze,5377,10653727,€240000,"En Charotte, 10",4,G,593.0,0,0,0,1981,0,0,0,To renovate,0,1,0,0,0,0,Fuel oil,Namur
house,manhay,6960,10653726,€735000,"En Charotte, 10",5,D,299.0,0,0,0,7405,0,0,0,As new,0,2,0,0,0,Installed,Fuel oil,Luxembourg (shared with Eastern Hainaut)
house,kortessem,3720,10434016,€,Hendrik van Veldekesingel 150,4,NS,0.0,0,0,0,526,14,3,2023,As new,0,1,0,1,2,Hyper equipped,0,Limburg
duplex,ham,3945,10653725,€245000,Lommelsebaan,2,C,211.0,0,0,0,0,0,3,1991,Good,0,1,0,0,1,0,0,Limburg
house,brussegem,1785,10653723,€549000,Vrijheidstraat 41,4,A,45.0,0,1,0,487,45,0,2013,As new,0,1,0,0,2,Hyper equipped,Gas,Flemish Brabant
house,lendelede,8860,10653719,€235000,Sint-Janstraat 1,4,F,1056.0,0,0,0,473,0,0,0,To renovate,0,1,0,0,0,0,0,West Flanders
house,lendelede,8860,10653718,€499000,Sint-Janstraat 1,5,C,249.0,0,0,0,1950,0,0,0,0,0,1,0,0,0,0,Gas,West Flanders
house,desteldonk,9042,10653716,€270000,Dorp Oost 7,3,F,1018.0,0,0,0,1091,0,0,1899,0,0,0,0,0,0,Semi equipped,0,East Flanders
house,herzele,9550,10653715,€485000,Kortrijksesteenweg 241A,10,F,1075.0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,0,East Flanders
house,sint-niklaas,9100,10653714,€350000,Kortrijksesteenweg 241A,3,F,524.0,0,1,0,740,0,0,0,As new,0,1,0,0,2,Hyper equipped,Gas,East Flanders
house,gentbrugge,9050,10653713,€475000,Wautersdreef 17,4,E,457.0,0,1,0,238,0,0,1952,Good,0,2,0,0,2,0,Gas,East Flanders
house,maldegem,9990,10653712,€349000,Westeindestraat 17,3,F,769.0,0,0,0,807,0,0,0,To renovate,0,1,0,1,0,0,0,East Flanders
villa,woluwe-saint-pierre,1150,10653711,€1150000,Chaussée de Waterloo 1421 bte 1,4,C,146.0,0,0,20,456,66,3,2006,Good,0,2,1,1,3,USA hyper equipped,Gas,Brussels Capital Region
house,moerbeke,9180,10653710,€289000,Rechtstraat 289,3,C,277.0,0,0,25,300,0,2,0,As new,0,1,0,0,0,Hyper equipped,Electric,East Flanders
house,grembergen,9200,10653708,€269000,Oude Vest 90/1,4,C,295.0,0,0,0,623,32,0,0,To be done up,0,1,0,0,1,0,0,East Flanders
house,jambes,5100,10624849,€210000,Allée de Menton 11,4,F,486.0,0,0,0,0,0,3,0,To renovate,0,1,0,0,1,Not installed,Gas,Namur
apartment,oostende,8400,10551850,€190000,Karel Janssenslaan 1,2,B,142.0,0,0,5,0,26,0,1971,To renovate,0,1,0,0,0,0,Gas,West Flanders
house,saint-josse-ten-noode,1210,10653705,€849000,Rue Royale 178,7,G,498.0,0,0,0,210,42,2,1920,To renovate,0,0,3,0,3,0,0,Brussels Capital Region
